family,samples,genes,reads,kingdom,phylum,class,order,genus,oxygenstat,metabolism,gram,file
Lactobacillaceae,ERR260173,528,15882,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260174,528,117635,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260177,528,12256,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260180,528,1706,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260181,528,41343,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260182,528,8790,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260185,528,25545,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260186,528,1044,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260189,1128,782,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
Lactobacillaceae,ERR260194,1128,181326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml
